Professions,Age,Sex,Initial Country of Qualifications,Year,Number of Practitioners
Nurses and Midwives,65-74,Female,Not stated,2017 ,10756
Nurses and Midwives,75-99,Male,Not stated,2017 ,25
Nurses and Midwives,75-99,Female,Not stated,2017 ,375
Occupational Therapists,20-34,Male,Australia,2017 ,725
Occupational Therapists,20-34,Male,New Zealand,2017 ,10
Occupational Therapists,20-34,Male,Other overseas,2017 ,11
Occupational Therapists,20-34,Male,Not stated,2017 ,81
Occupational Therapists,20-34,Female,Australia,2017 ,6751
Occupational Therapists,20-34,Female,New Zealand,2017 ,100
Occupational Therapists,20-34,Female,Other overseas,2017 ,184
Occupational Therapists,20-34,Female,Not stated,2017 ,622
Occupational Therapists,35-44,Male,Australia,2017 ,365
Occupational Therapists,35-44,Male,New Zealand,2017 ,11
Occupational Therapists,35-44,Male,Other overseas,2017 ,52
Occupational Therapists,35-44,Male,Not stated,2017 ,10
Occupational Therapists,35-44,Female,Australia,2017 ,3486
Occupational Therapists,35-44,Female,New Zealand,2017 ,58
Occupational Therapists,35-44,Female,Other overseas,2017 ,319
Occupational Therapists,35-44,Female,Not stated,2017 ,49
Occupational Therapists,45-54,Male,Australia,2017 ,193
Occupational Therapists,45-54,Male,New Zealand,2017 ,11
Occupational Therapists,45-54,Male,Other overseas,2017 ,25
Occupational Therapists,45-54,Male,Not stated,2017 ,0
Occupational Therapists,45-54,Female,Australia,2017 ,2193
Occupational Therapists,45-54,Female,New Zealand,2017 ,46
Occupational Therapists,45-54,Female,Other overseas,2017 ,231
Occupational Therapists,45-54,Female,Not stated,2017 ,28
Occupational Therapists,55-64,Male,Australia,2017 ,62
Occupational Therapists,55-64,Male,New Zealand,2017 ,3
Occupational Therapists,55-64,Male,Other overseas,2017 ,23
Occupational Therapists,55-64,Male,Not stated,2017 ,0
Occupational Therapists,55-64,Female,Australia,2017 ,1019
Occupational Therapists,55-64,Female,New Zealand,2017 ,31
Occupational Therapists,55-64,Female,Other overseas,2017 ,127
Occupational Therapists,55-64,Female,Not stated,2017 ,5
Occupational Therapists,65-74,Male,Australia,2017 ,5
Occupational Therapists,65-74,Male,New Zealand,2017 ,3
Occupational Therapists,65-74,Male,Other overseas,2017 ,7
Occupational Therapists,65-74,Female,Australia,2017 ,142
Occupational Therapists,65-74,Female,New Zealand,2017 ,9
Occupational Therapists,65-74,Female,Other overseas,2017 ,25
Occupational Therapists,65-74,Female,Not stated,2017 ,0
Occupational Therapists,75-99,Female,Australia,2017 ,4
Optometrists,20-34,Male,Australia,2017 ,474
Optometrists,20-34,Male,New Zealand,2017 ,66
Optometrists,20-34,Male,Other overseas,2017 ,21
Optometrists,20-34,Male,Not stated,2017 ,19
Optometrists,20-34,Female,Australia,2017 ,960
Optometrists,20-34,Female,New Zealand,2017 ,95
Optometrists,20-34,Female,Other overseas,2017 ,32
Optometrists,20-34,Female,Not stated,2017 ,64
Optometrists,35-44,Male,Australia,2017 ,388
Optometrists,35-44,Male,New Zealand,2017 ,29
Optometrists,35-44,Male,Other overseas,2017 ,48
Optometrists,35-44,Male,Not stated,2017 ,3
Optometrists,35-44,Female,Australia,2017 ,536
Optometrists,35-44,Female,New Zealand,2017 ,49
Optometrists,35-44,Female,Other overseas,2017 ,58
Optometrists,35-44,Female,Not stated,2017 ,4
Optometrists,45-54,Male,Australia,2017 ,446
Optometrists,45-54,Male,New Zealand,2017 ,11
Optometrists,45-54,Male,Other overseas,2017 ,66
Optometrists,45-54,Male,Not stated,2017 ,3
Optometrists,45-54,Female,Australia,2017 ,430
Optometrists,45-54,Female,New Zealand,2017 ,13
Optometrists,45-54,Female,Other overseas,2017 ,62
Optometrists,45-54,Female,Not stated,2017 ,3
Optometrists,55-64,Male,Australia,2017 ,511
Optometrists,55-64,Male,New Zealand,2017 ,7
Optometrists,55-64,Male,Other overseas,2017 ,69
Optometrists,55-64,Male,Not stated,2017 ,3
Optometrists,55-64,Female,Australia,2017 ,177
Optometrists,55-64,Female,New Zealand,2017 ,3
Optometrists,55-64,Female,Other overseas,2017 ,25
Optometrists,65-74,Male,Australia,2017 ,83
Optometrists,65-74,Male,New Zealand,2017 ,4
Optometrists,65-74,Male,Other overseas,2017 ,22
Optometrists,65-74,Male,Not stated,2017 ,0
Optometrists,65-74,Female,Australia,2017 ,31
Optometrists,65-74,Female,New Zealand,2017 ,3
Optometrists,65-74,Female,Other overseas,2017 ,3
Optometrists,75-99,Male,Australia,2017 ,12
Optometrists,75-99,Male,New Zealand,2017 ,0
Optometrists,75-99,Male,Other overseas,2017 ,4
Optometrists,75-99,Female,Other overseas,2017 ,0
Osteopaths,20-34,Male,Australia,2017 ,268
Osteopaths,20-34,Male,New Zealand,2017 ,7
Osteopaths,20-34,Male,Other overseas,2017 ,10
Osteopaths,20-34,Male,Not stated,2017 ,39
Osteopaths,20-34,Female,Australia,2017 ,451
Osteopaths,20-34,Female,New Zealand,2017 ,9
Osteopaths,20-34,Female,Other overseas,2017 ,19
Osteopaths,20-34,Female,Not stated,2017 ,56
Osteopaths,35-44,Male,Australia,2017 ,246
Osteopaths,35-44,Male,New Zealand,2017 ,4
Osteopaths,35-44,Male,Other overseas,2017 ,12
Osteopaths,35-44,Male,Not stated,2017 ,5
Osteopaths,35-44,Female,Australia,2017 ,350
Osteopaths,35-44,Female,New Zealand,2017 ,4
Osteopaths,35-44,Female,Other overseas,2017 ,14
Osteopaths,35-44,Female,Not stated,2017 ,5
Osteopaths,45-54,Male,Australia,2017 ,122
Osteopaths,45-54,Male,New Zealand,2017 ,3
Osteopaths,45-54,Male,Other overseas,2017 ,37
Osteopaths,45-54,Male,Not stated,2017 ,3
Osteopaths,45-54,Female,Australia,2017 ,91
Osteopaths,45-54,Female,Other overseas,2017 ,25
Osteopaths,45-54,Female,Not stated,2017 ,0
Osteopaths,55-64,Male,Australia,2017 ,98
Osteopaths,55-64,Male,New Zealand,2017 ,3
Osteopaths,55-64,Male,Other overseas,2017 ,25
Osteopaths,55-64,Male,Not stated,2017 ,0
Osteopaths,55-64,Female,Australia,2017 ,28
Osteopaths,55-64,Female,New Zealand,2017 ,3
Osteopaths,55-64,Female,Other overseas,2017 ,10
Osteopaths,55-64,Female,Not stated,2017 ,0
Osteopaths,65-74,Male,Australia,2017 ,42
Osteopaths,65-74,Male,New Zealand,2017 ,3
Osteopaths,65-74,Male,Other overseas,2017 ,10
Osteopaths,65-74,Male,Not stated,2017 ,0
Osteopaths,65-74,Female,Australia,2017 ,11
Osteopaths,65-74,Female,Other overseas,2017 ,3
Osteopaths,65-74,Female,Not stated,2017 ,3
Osteopaths,75-99,Male,Australia,2017 ,7
Osteopaths,75-99,Male,Other overseas,2017 ,0
Osteopaths,75-99,Female,Australia,2017 ,3
Osteopaths,75-99,Female,Other overseas,2017 ,3
Pharmacists,20-34,Male,Australia,2017 ,3330
Pharmacists,20-34,Male,New Zealand,2017 ,68
Pharmacists,20-34,Male,Other overseas,2017 ,169
Pharmacists,20-34,Male,Not stated,2017 ,209
Pharmacists,20-34,Female,Australia,2017 ,6586
Pharmacists,20-34,Female,New Zealand,2017 ,131
Pharmacists,20-34,Female,Other overseas,2017 ,218
Pharmacists,20-34,Female,Not stated,2017 ,412
Pharmacists,35-44,Male,Australia,2017 ,1856
Pharmacists,35-44,Male,New Zealand,2017 ,77
Pharmacists,35-44,Male,Other overseas,2017 ,493
Pharmacists,35-44,Male,Not stated,2017 ,28
Pharmacists,35-44,Female,Australia,2017 ,3184
Pharmacists,35-44,Female,New Zealand,2017 ,103
Pharmacists,35-44,Female,Other overseas,2017 ,457
Pharmacists,35-44,Female,Not stated,2017 ,31
Pharmacists,45-54,Male,Australia,2017 ,1110
Pharmacists,45-54,Male,New Zealand,2017 ,50
Pharmacists,45-54,Male,Other overseas,2017 ,215
Pharmacists,45-54,Male,Not stated,2017 ,8
Pharmacists,45-54,Female,Australia,2017 ,1771
Pharmacists,45-54,Female,New Zealand,2017 ,63
Pharmacists,45-54,Female,Other overseas,2017 ,364
Pharmacists,45-54,Female,Not stated,2017 ,9
Pharmacists,55-64,Male,Australia,2017 ,1021
Pharmacists,55-64,Male,New Zealand,2017 ,51
Pharmacists,55-64,Male,Other overseas,2017 ,165
Pharmacists,55-64,Male,Not stated,2017 ,6
Pharmacists,55-64,Female,Australia,2017 ,1140
Pharmacists,55-64,Female,New Zealand,2017 ,33
Pharmacists,55-64,Female,Other overseas,2017 ,187
Pharmacists,55-64,Female,Not stated,2017 ,4
Pharmacists,65-74,Male,Australia,2017 ,439
Pharmacists,65-74,Male,New Zealand,2017 ,19
Pharmacists,65-74,Male,Other overseas,2017 ,52
Pharmacists,65-74,Male,Not stated,2017 ,3
Pharmacists,65-74,Female,Australia,2017 ,281
Pharmacists,65-74,Female,New Zealand,2017 ,6
Pharmacists,65-74,Female,Other overseas,2017 ,45
Pharmacists,65-74,Female,Not stated,2017 ,5
Pharmacists,75-99,Male,Australia,2017 ,155
Pharmacists,75-99,Male,New Zealand,2017 ,8
Pharmacists,75-99,Male,Other overseas,2017 ,12
Pharmacists,75-99,Male,Not stated,2017 ,3
Pharmacists,75-99,Female,Australia,2017 ,31
Pharmacists,75-99,Female,Other overseas,2017 ,0
Physiotherapists,20-34,Male,Australia,2017 ,3953
Physiotherapists,20-34,Male,New Zealand,2017 ,140
Physiotherapists,20-34,Male,Other overseas,2017 ,120
Physiotherapists,20-34,Male,Not stated,2017 ,349
Physiotherapists,20-34,Female,Australia,2017 ,6508
Physiotherapists,20-34,Female,New Zealand,2017 ,208
Physiotherapists,20-34,Female,Other overseas,2017 ,393
Physiotherapists,20-34,Female,Not stated,2017 ,502
Physiotherapists,35-44,Male,Australia,2017 ,1816
Physiotherapists,35-44,Male,New Zealand,2017 ,88
Physiotherapists,35-44,Male,Other overseas,2017 ,240
Physiotherapists,35-44,Male,Not stated,2017 ,16
Physiotherapists,35-44,Female,Australia,2017 ,2955
Physiotherapists,35-44,Female,New Zealand,2017 ,123
Physiotherapists,35-44,Female,Other overseas,2017 ,594
Physiotherapists,35-44,Female,Not stated,2017 ,20
Physiotherapists,45-54,Male,Australia,2017 ,1115
Physiotherapists,45-54,Male,New Zealand,2017 ,20
Physiotherapists,45-54,Male,Other overseas,2017 ,137
Physiotherapists,45-54,Male,Not stated,2017 ,8
Physiotherapists,45-54,Female,Australia,2017 ,2340
Physiotherapists,45-54,Female,New Zealand,2017 ,56
Physiotherapists,45-54,Female,Other overseas,2017 ,433
Physiotherapists,45-54,Female,Not stated,2017 ,13
Physiotherapists,55-64,Male,Australia,2017 ,585
Physiotherapists,55-64,Male,New Zealand,2017 ,16
Physiotherapists,55-64,Male,Other overseas,2017 ,77
Physiotherapists,55-64,Male,Not stated,2017 ,6
Physiotherapists,55-64,Female,Australia,2017 ,1760
Physiotherapists,55-64,Female,New Zealand,2017 ,49
Physiotherapists,55-64,Female,Other overseas,2017 ,300
Physiotherapists,55-64,Female,Not stated,2017 ,6
Physiotherapists,65-74,Male,Australia,2017 ,99
Physiotherapists,65-74,Male,New Zealand,2017 ,3
Physiotherapists,65-74,Male,Other overseas,2017 ,16
Physiotherapists,65-74,Male,Not stated,2017 ,3
Physiotherapists,65-74,Female,Australia,2017 ,320
Physiotherapists,65-74,Female,New Zealand,2017 ,4
Physiotherapists,65-74,Female,Other overseas,2017 ,84
Physiotherapists,65-74,Female,Not stated,2017 ,3
Physiotherapists,75-99,Male,Australia,2017 ,15
Physiotherapists,75-99,Male,New Zealand,2017 ,3
Physiotherapists,75-99,Male,Other overseas,2017 ,3
Physiotherapists,75-99,Male,Not stated,2017 ,0
Physiotherapists,75-99,Female,Australia,2017 ,27
Physiotherapists,75-99,Female,Other overseas,2017 ,3
Physiotherapists,75-99,Female,Not stated,2017 ,0
Podiatrists,20-34,Male,Australia,2017 ,733
Podiatrists,20-34,Male,New Zealand,2017 ,40
Podiatrists,20-34,Male,Other overseas,2017 ,25
Podiatrists,20-34,Male,Not stated,2017 ,36
Podiatrists,20-34,Female,Australia,2017 ,1098
Podiatrists,20-34,Female,New Zealand,2017 ,40
Podiatrists,20-34,Female,Other overseas,2017 ,57
Podiatrists,20-34,Female,Not stated,2017 ,51
Podiatrists,35-44,Male,Australia,2017 ,429
Podiatrists,35-44,Male,New Zealand,2017 ,13
Podiatrists,35-44,Male,Other overseas,2017 ,40
Podiatrists,35-44,Male,Not stated,2017 ,3
Podiatrists,35-44,Female,Australia,2017 ,550
Podiatrists,35-44,Female,New Zealand,2017 ,12
Podiatrists,35-44,Female,Other overseas,2017 ,69
Podiatrists,35-44,Female,Not stated,2017 ,5
Podiatrists,45-54,Male,Australia,2017 ,277
Podiatrists,45-54,Male,New Zealand,2017 ,10
Podiatrists,45-54,Male,Other overseas,2017 ,44
Podiatrists,45-54,Male,Not stated,2017 ,0
Podiatrists,45-54,Female,Australia,2017 ,418
Podiatrists,45-54,Female,New Zealand,2017 ,14
Podiatrists,45-54,Female,Other overseas,2017 ,54
Podiatrists,45-54,Female,Not stated,2017 ,3
Podiatrists,55-64,Male,Australia,2017 ,145
Podiatrists,55-64,Male,New Zealand,2017 ,8
Podiatrists,55-64,Male,Other overseas,2017 ,26
Podiatrists,55-64,Male,Not stated,2017 ,0
Podiatrists,55-64,Female,Australia,2017 ,186
Podiatrists,55-64,Female,New Zealand,2017 ,9
Podiatrists,55-64,Female,Other overseas,2017 ,29
Podiatrists,55-64,Female,Not stated,2017 ,3
Podiatrists,65-74,Male,Australia,2017 ,23
Podiatrists,65-74,Male,Other overseas,2017 ,8
Podiatrists,65-74,Female,Australia,2017 ,23
Podiatrists,65-74,Female,Other overseas,2017 ,3
Podiatrists,75-99,Male,Other overseas,2017 ,0
Podiatrists,75-99,Female,Australia,2017 ,5
Podiatrists,75-99,Female,Other overseas,2017 ,3
Podiatrists,75-99,Female,Not stated,2017 ,0
Psychologists,20-34,Male,Australia,2017 ,754
Psychologists,20-34,Male,New Zealand,2017 ,6
Psychologists,20-34,Male,Other overseas,2017 ,20
Psychologists,20-34,Male,Not stated,2017 ,41
Psychologists,20-34,Female,Australia,2017 ,4185
Psychologists,20-34,Female,New Zealand,2017 ,54
Psychologists,20-34,Female,Other overseas,2017 ,112
Psychologists,20-34,Female,Not stated,2017 ,241
Psychologists,35-44,Male,Australia,2017 ,1145
Psychologists,35-44,Male,New Zealand,2017 ,16
Psychologists,35-44,Male,Other overseas,2017 ,74
Psychologists,35-44,Male,Not stated,2017 ,24
Psychologists,35-44,Female,Australia,2017 ,5738
Psychologists,35-44,Female,New Zealand,2017 ,76
Psychologists,35-44,Female,Other overseas,2017 ,415
Psychologists,35-44,Female,Not stated,2017 ,65
Psychologists,45-54,Male,Australia,2017 ,1119
Psychologists,45-54,Male,New Zealand,2017 ,24
Psychologists,45-54,Male,Other overseas,2017 ,122
Psychologists,45-54,Male,Not stated,2017 ,17
Psychologists,45-54,Female,Australia,2017 ,4286
Psychologists,45-54,Female,New Zealand,2017 ,52
Psychologists,45-54,Female,Other overseas,2017 ,378
Psychologists,45-54,Female,Not stated,2017 ,40
Psychologists,55-64,Male,Australia,2017 ,1133
Psychologists,55-64,Male,New Zealand,2017 ,24
Psychologists,55-64,Male,Other overseas,2017 ,152
Psychologists,55-64,Male,Not stated,2017 ,6
Psychologists,55-64,Female,Australia,2017 ,3123
Psychologists,55-64,Female,New Zealand,2017 ,40
Psychologists,55-64,Female,Other overseas,2017 ,266
Psychologists,55-64,Female,Not stated,2017 ,24
Psychologists,65-74,Male,Australia,2017 ,623
Psychologists,65-74,Male,New Zealand,2017 ,16
Psychologists,65-74,Male,Other overseas,2017 ,103
Psychologists,65-74,Male,Not stated,2017 ,5
Psychologists,65-74,Female,Australia,2017 ,1389
Psychologists,65-74,Female,New Zealand,2017 ,15
Psychologists,65-74,Female,Other overseas,2017 ,132
Psychologists,65-74,Female,Not stated,2017 ,9
Psychologists,75-99,Male,Australia,2017 ,94
Psychologists,75-99,Male,New Zealand,2017 ,3
Psychologists,75-99,Male,Other overseas,2017 ,20
Psychologists,75-99,Male,Not stated,2017 ,0
Psychologists,75-99,Female,Australia,2017 ,113
Psychologists,75-99,Female,New Zealand,2017 ,3
Psychologists,75-99,Female,Other overseas,2017 ,11
Psychologists,75-99,Female,Not stated,2017 ,0
ATSI Health Practitioners,20-34,Male,Not stated,2018 ,36
ATSI Health Practitioners,20-34,Female,Not stated,2018 ,90
ATSI Health Practitioners,35-44,Male,Not stated,2018 ,28
ATSI Health Practitioners,35-44,Female,Not stated,2018 ,92
ATSI Health Practitioners,45-54,Male,Not stated,2018 ,44
ATSI Health Practitioners,45-54,Female,Not stated,2018 ,124
ATSI Health Practitioners,55-64,Male,Not stated,2018 ,15
ATSI Health Practitioners,55-64,Female,Not stated,2018 ,98
ATSI Health Practitioners,65-74,Male,Not stated,2018 ,0
ATSI Health Practitioners,65-74,Female,Not stated,2018 ,18
ATSI Health Practitioners,75-99,Male,Not stated,2018 ,0
Chiropractors,20-34,Male,Australia,2018 ,682
Chiropractors,20-34,Male,New Zealand,2018 ,42
Chiropractors,20-34,Male,Other overseas,2018 ,12
Chiropractors,20-34,Male,Not stated,2018 ,60
Chiropractors,20-34,Female,Australia,2018 ,666
Chiropractors,20-34,Female,New Zealand,2018 ,33
Chiropractors,20-34,Female,Other overseas,2018 ,19
Chiropractors,20-34,Female,Not stated,2018 ,48
Chiropractors,35-44,Male,Australia,2018 ,708
Chiropractors,35-44,Male,New Zealand,2018 ,27
Chiropractors,35-44,Male,Other overseas,2018 ,57
Chiropractors,35-44,Male,Not stated,2018 ,3
Chiropractors,35-44,Female,Australia,2018 ,512
Chiropractors,35-44,Female,New Zealand,2018 ,18
Chiropractors,35-44,Female,Other overseas,2018 ,42
Chiropractors,35-44,Female,Not stated,2018 ,0
Chiropractors,45-54,Male,Australia,2018 ,558
Chiropractors,45-54,Male,New Zealand,2018 ,3
Chiropractors,45-54,Male,Other overseas,2018 ,88
Chiropractors,45-54,Male,Not stated,2018 ,5
Chiropractors,45-54,Female,Australia,2018 ,296
Chiropractors,45-54,Female,New Zealand,2018 ,3
Chiropractors,45-54,Female,Other overseas,2018 ,45
Chiropractors,45-54,Female,Not stated,2018 ,0
Chiropractors,55-64,Male,Australia,2018 ,360
Chiropractors,55-64,Male,New Zealand,2018 ,3
Chiropractors,55-64,Male,Other overseas,2018 ,80
Chiropractors,55-64,Male,Not stated,2018 ,0
Chiropractors,55-64,Female,Australia,2018 ,98
Chiropractors,55-64,Female,New Zealand,2018 ,3
Chiropractors,55-64,Female,Other overseas,2018 ,21
Chiropractors,55-64,Female,Not stated,2018 ,3
Chiropractors,65-74,Male,Australia,2018 ,125
Chiropractors,65-74,Male,Other overseas,2018 ,77
Chiropractors,65-74,Male,Not stated,2018 ,3
Chiropractors,65-74,Female,Australia,2018 ,16
Chiropractors,65-74,Female,New Zealand,2018 ,3
Chiropractors,65-74,Female,Other overseas,2018 ,4
Chiropractors,75-99,Male,Australia,2018 ,16
Chiropractors,75-99,Male,New Zealand,2018 ,0
Chiropractors,75-99,Male,Other overseas,2018 ,20
Chiropractors,75-99,Male,Not stated,2018 ,0
Chiropractors,75-99,Female,Australia,2018 ,3
Chiropractors,75-99,Female,Other overseas,2018 ,3
Chinese Medicine Practitioners,20-34,Male,Australia,2018 ,110
Chinese Medicine Practitioners,20-34,Male,New Zealand,2018 ,3
Chinese Medicine Practitioners,20-34,Male,Other overseas,2018 ,26
Chinese Medicine Practitioners,20-34,Male,Not stated,2018 ,6
Chinese Medicine Practitioners,20-34,Female,Australia,2018 ,229
Chinese Medicine Practitioners,20-34,Female,New Zealand,2018 ,3
Chinese Medicine Practitioners,20-34,Female,Other overseas,2018 ,39
Chinese Medicine Practitioners,20-34,Female,Not stated,2018 ,12
Chinese Medicine Practitioners,35-44,Male,Australia,2018 ,300
Chinese Medicine Practitioners,35-44,Male,New Zealand,2018 ,6
Chinese Medicine Practitioners,35-44,Male,Other overseas,2018 ,90
Chinese Medicine Practitioners,35-44,Male,Not stated,2018 ,3
Chinese Medicine Practitioners,35-44,Female,Australia,2018 ,528
Chinese Medicine Practitioners,35-44,Female,New Zealand,2018 ,3
Chinese Medicine Practitioners,35-44,Female,Other overseas,2018 ,102
Chinese Medicine Practitioners,35-44,Female,Not stated,2018 ,10
Chinese Medicine Practitioners,45-54,Male,Australia,2018 ,335
Chinese Medicine Practitioners,45-54,Male,New Zealand,2018 ,3
Chinese Medicine Practitioners,45-54,Male,Other overseas,2018 ,135
Chinese Medicine Practitioners,45-54,Male,Not stated,2018 ,8
Chinese Medicine Practitioners,45-54,Female,Australia,2018 ,434
Chinese Medicine Practitioners,45-54,Female,New Zealand,2018 ,3
Chinese Medicine Practitioners,45-54,Female,Other overseas,2018 ,156
Chinese Medicine Practitioners,45-54,Female,Not stated,2018 ,12
Chinese Medicine Practitioners,55-64,Male,Australia,2018 ,327
Chinese Medicine Practitioners,55-64,Male,New Zealand,2018 ,4
Chinese Medicine Practitioners,55-64,Male,Other overseas,2018 ,201
Chinese Medicine Practitioners,55-64,Male,Not stated,2018 ,5
Chinese Medicine Practitioners,55-64,Female,Australia,2018 ,346
Chinese Medicine Practitioners,55-64,Female,New Zealand,2018 ,3
Chinese Medicine Practitioners,55-64,Female,Other overseas,2018 ,176
Chinese Medicine Practitioners,55-64,Female,Not stated,2018 ,7
Chinese Medicine Practitioners,65-74,Male,Australia,2018 ,126
Chinese Medicine Practitioners,65-74,Male,New Zealand,2018 ,0
Chinese Medicine Practitioners,65-74,Male,Other overseas,2018 ,97
Chinese Medicine Practitioners,65-74,Male,Not stated,2018 ,0
Chinese Medicine Practitioners,65-74,Female,Australia,2018 ,104
Chinese Medicine Practitioners,65-74,Female,New Zealand,2018 ,3
Chinese Medicine Practitioners,65-74,Female,Other overseas,2018 ,41
Chinese Medicine Practitioners,65-74,Female,Not stated,2018 ,3
Chinese Medicine Practitioners,75-99,Male,Australia,2018 ,14
Chinese Medicine Practitioners,75-99,Male,Other overseas,2018 ,23
Chinese Medicine Practitioners,75-99,Male,Not stated,2018 ,0
Chinese Medicine Practitioners,75-99,Female,Australia,2018 ,10
Chinese Medicine Practitioners,75-99,Female,Other overseas,2018 ,16
Chinese Medicine Practitioners,75-99,Female,Not stated,2018 ,3
Dental Practitioners,20-34,Male,Australia,2018 ,2059
Dental Practitioners,20-34,Male,New Zealand,2018 ,67
Dental Practitioners,20-34,Male,Other overseas,2018 ,256
Dental Practitioners,20-34,Male,Not stated,2018 ,219
Dental Practitioners,20-34,Female,Australia,2018 ,3421
Dental Practitioners,20-34,Female,New Zealand,2018 ,120
Dental Practitioners,20-34,Female,Other overseas,2018 ,444
Dental Practitioners,20-34,Female,Not stated,2018 ,392
Dental Practitioners,35-44,Male,Australia,2018 ,1448
Dental Practitioners,35-44,Male,New Zealand,2018 ,139
Dental Practitioners,35-44,Male,Other overseas,2018 ,758
Dental Practitioners,35-44,Male,Not stated,2018 ,30
Dental Practitioners,35-44,Female,Australia,2018 ,1804
Dental Practitioners,35-44,Female,New Zealand,2018 ,125
Dental Practitioners,35-44,Female,Other overseas,2018 ,952
Dental Practitioners,35-44,Female,Not stated,2018 ,26
Dental Practitioners,45-54,Male,Australia,2018 ,1457
Dental Practitioners,45-54,Male,New Zealand,2018 ,72
Dental Practitioners,45-54,Male,Other overseas,2018 ,405
Dental Practitioners,45-54,Male,Not stated,2018 ,13
Dental Practitioners,45-54,Female,Australia,2018 ,1372
Dental Practitioners,45-54,Female,New Zealand,2018 ,59
Dental Practitioners,45-54,Female,Other overseas,2018 ,429
Dental Practitioners,45-54,Female,Not stated,2018 ,3
Dental Practitioners,55-64,Male,Australia,2018 ,1764
Dental Practitioners,55-64,Male,New Zealand,2018 ,55
Dental Practitioners,55-64,Male,Other overseas,2018 ,267
Dental Practitioners,55-64,Male,Not stated,2018 ,12
Dental Practitioners,55-64,Female,Australia,2018 ,936
Dental Practitioners,55-64,Female,New Zealand,2018 ,41
Dental Practitioners,55-64,Female,Other overseas,2018 ,195
Dental Practitioners,55-64,Female,Not stated,2018 ,4
Dental Practitioners,65-74,Male,Australia,2018 ,753
Dental Practitioners,65-74,Male,New Zealand,2018 ,41
Dental Practitioners,65-74,Male,Other overseas,2018 ,165
Dental Practitioners,65-74,Male,Not stated,2018 ,3
Dental Practitioners,65-74,Female,Australia,2018 ,89
Dental Practitioners,65-74,Female,New Zealand,2018 ,9
Dental Practitioners,65-74,Female,Other overseas,2018 ,57
Dental Practitioners,65-74,Female,Not stated,2018 ,0
Dental Practitioners,75-99,Male,Australia,2018 ,104
Dental Practitioners,75-99,Male,New Zealand,2018 ,4
Dental Practitioners,75-99,Male,Other overseas,2018 ,19
Dental Practitioners,75-99,Male,Not stated,2018 ,0
Dental Practitioners,75-99,Female,Australia,2018 ,3
Medical Practitioners,20-34,Male,Australia,2018 ,9241
Medical Practitioners,20-34,Male,New Zealand,2018 ,164
Medical Practitioners,20-34,Male,Other overseas,2018 ,1455
Medical Practitioners,20-34,Male,Not stated,2018 ,616
Medical Practitioners,20-34,Female,Australia,2018 ,10116
Medical Practitioners,20-34,Female,New Zealand,2018 ,140
Medical Practitioners,20-34,Female,Other overseas,2018 ,1650
Medical Practitioners,20-34,Female,Not stated,2018 ,558
Medical Practitioners,35-44,Male,Australia,2018 ,7431
Medical Practitioners,35-44,Male,New Zealand,2018 ,464
Medical Practitioners,35-44,Male,Other overseas,2018 ,5666
Medical Practitioners,35-44,Male,Not stated,2018 ,682
Medical Practitioners,35-44,Female,Australia,2018 ,7214
Medical Practitioners,35-44,Female,New Zealand,2018 ,348
Medical Practitioners,35-44,Female,Other overseas,2018 ,4429
Medical Practitioners,35-44,Female,Not stated,2018 ,455
Medical Practitioners,45-54,Male,Australia,2018 ,7007
Medical Practitioners,45-54,Male,New Zealand,2018 ,366
Medical Practitioners,45-54,Male,Other overseas,2018 ,5029
Medical Practitioners,45-54,Male,Not stated,2018 ,221
Medical Practitioners,45-54,Female,Australia,2018 ,5081
Medical Practitioners,45-54,Female,New Zealand,2018 ,247
Medical Practitioners,45-54,Female,Other overseas,2018 ,3299
Medical Practitioners,45-54,Female,Not stated,2018 ,97
Medical Practitioners,55-64,Male,Australia,2018 ,7330
Medical Practitioners,55-64,Male,New Zealand,2018 ,274
Medical Practitioners,55-64,Male,Other overseas,2018 ,3216
Medical Practitioners,55-64,Male,Not stated,2018 ,114
Medical Practitioners,55-64,Female,Australia,2018 ,3791
Medical Practitioners,55-64,Female,New Zealand,2018 ,116
Medical Practitioners,55-64,Female,Other overseas,2018 ,1783
Medical Practitioners,55-64,Female,Not stated,2018 ,37
Medical Practitioners,65-74,Male,Australia,2018 ,4467
Medical Practitioners,65-74,Male,New Zealand,2018 ,121
Medical Practitioners,65-74,Male,Other overseas,2018 ,1599
Medical Practitioners,65-74,Male,Not stated,2018 ,47
Medical Practitioners,65-74,Female,Australia,2018 ,1049
Medical Practitioners,65-74,Female,New Zealand,2018 ,21
Medical Practitioners,65-74,Female,Other overseas,2018 ,543
Medical Practitioners,65-74,Female,Not stated,2018 ,10
Medical Practitioners,75-99,Male,Australia,2018 ,1104
Medical Practitioners,75-99,Male,New Zealand,2018 ,37
Medical Practitioners,75-99,Male,Other overseas,2018 ,542
Medical Practitioners,75-99,Male,Not stated,2018 ,20
Medical Practitioners,75-99,Female,Australia,2018 ,128
Medical Practitioners,75-99,Female,New Zealand,2018 ,0
Medical Practitioners,75-99,Female,Other overseas,2018 ,65
Medical Practitioners,75-99,Female,Not stated,2018 ,3
Medical Radiation Practitioners,20-34,Male,Australia,2018 ,1699
Medical Radiation Practitioners,20-34,Male,New Zealand,2018 ,18
Medical Radiation Practitioners,20-34,Male,Other overseas,2018 ,48
Medical Radiation Practitioners,20-34,Male,Not stated,2018 ,130
